證券代號,證券名稱,產業內容
2352,佳世達,"工業電腦, 伺服器, 其他電腦及週邊設備, 印表機、傳真機、掃瞄器、多功能事務機、投影機, 安全監控系統, 其他電腦及週邊設備之零組件, 其他零組件, 監視器/顯示器, 網路設備(如數據機、網路卡、閘道器、路由器、網路電話), 光通訊設備(如光纖電纜、光傳輸設備), 無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒), 連接器設計、組裝及製造, 手工具機, 機電系統工程, 系統整合服務, 資訊系統建置服務, 資料分析處理服務, 資訊聚合, 領域解決方案, 系統整合, 網路基礎設施, 資安營運管理服務, 應用軟體, 雲端平台, 醫療器材代理銷售及通路, 天線/射頻基頻, 網路, 鋰電池材料, 原材料, 能源管理服務, 醫療耗材, 顯示器, 醫療器材代理, 醫療院所、醫療器材專賣店、藥局等通路"
2353,宏碁,"筆記型電腦, 桌上型電腦, 伺服器, 其他電腦及週邊設備, 印表機、傳真機、掃瞄器、多功能事務機、投影機"
2354,鴻準,"機殼, 散熱片、風扇馬達、散熱模組, 金屬、塑膠模具, 其他電子產品及電子服務產業"
2355,敬鵬,硬板、軟板、IC載板製造
2356,英業達,筆記型電腦
2357,華碩,"主機板, 網路卡, 輸出入模組/介面卡, 顯示卡, 硬碟機, 光碟機, 磁碟儲存系統, BIOS(嵌入式軟體), 筆記型電腦, 桌上型電腦, 精簡型電腦, 伺服器, 其他電腦及週邊設備, 隨身碟、記憶卡讀卡機, 網路設備(如數據機、網路卡、閘道器、路由器、網路電話), 無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒), 智慧設備, 移動控制, 穿戴式裝置"
2359,所羅門,其他電子產品及電子服務產業
2360,致茂,"生產製程及檢測設備, 電源供應器, 系統整合服務, 其他電子產品及電子服務產業, 生產製程、檢測設備及原物料, 大功率鋰電池芯/模組、電池管理系統、動力馬達等零組件, 電池芯, 電池模組, 高/低壓輸電設施, 配電管理設施"
2362,藍天,筆記型電腦
2363,矽統,IC設計
2364,倫飛,"筆記型電腦, 工業電腦, 精簡型電腦, 其他電腦及週邊設備"
2365,昆盈,其他電腦及週邊設備
2367,燿華,硬板、軟板、IC載板製造
2368,金像電,硬板、軟板、IC載板製造
2369,菱生,IC封裝測試
2371,大同,"筆記型電腦, 桌上型電腦, 伺服器, 其他電腦及週邊設備, 印表機、傳真機、掃瞄器、多功能事務機、投影機, 安全監控系統, 其他電腦及週邊設備之零組件, 塑膠框, 擴散膜、增亮膜、導光板, 背光模組, 面板, 顯示器模組, 監視器/顯示器, 電視, 網路設備(如數據機、網路卡、閘道器、路由器、網路電話), 有線通訊設備(如電話機、傳真機), 電阻器, 鋼鑄鐵元件, 機械設備之沖壓零組件, 冷凍空調設備及零件, 機電系統工程, 應用/系統軟體設計開發, 系統整合服務, 資料處理服務, 通路經銷, 機電工程, 物業管理, 製造商, 貿易商、代理商、經銷商, 零售通路, 其他電子產品及電子服務產業, 晶圓製造, 藍寶石晶圓/晶片, 封裝/模組, 鋰電池材料, 大功率鋰電池芯/模組、電池管理系統、動力馬達等零組件, 矽晶圓/矽晶片, 太陽能發電設備/系統及系統工程, 高壓AMI, 低壓AMI, 能源管理服務, 醫療器材代理"
2373,震旦行,其他電子產品及電子服務產業
2374,佳能,光學鏡片、鏡頭
2375,凱美,電容器
2376,技嘉,"顯示器模組, 主機板, 機殼, 電源供應器, 散熱片、風扇馬達、散熱模組, 顯示卡, 筆記型電腦, 桌上型電腦, 工業電腦, 精簡型電腦, 伺服器, 其他電腦及週邊設備, 大功率鋰電池芯/模組、電池管理系統、動力馬達等零組件"
2377,微星,"主機板, 輸出入模組/介面卡, 顯示卡, 筆記型電腦, 桌上型電腦, 工業電腦, 伺服器, 其他電腦及週邊設備"
2379,瑞昱,網路通訊IC
2380,虹光,印表機、傳真機、掃瞄器、多功能事務機、投影機
2382,廣達,"筆記型電腦, 其他電腦及週邊設備之零組件, 電腦設備, 穿戴式裝置, 伺服器, 儲存, 網路"
2383,台光電,銅箔基板
2385,群光,"電源供應器, 其他電腦及週邊設備之零組件"
2387,精元,其他電腦及週邊設備之零組件
2388,威盛,"中央處理器, 晶片組, 主機板, 領域解決方案, 機器學習, 電腦視覺"
2390,云辰,"其他電子產品及電子服務產業, 電腦設備, 電力設備, 冷卻設備, 設備管理軟體, 營運管理軟體, 虛擬化軟體, 雲端作業系統, 資安防護軟體, 雲端應用服務, 系統整合, 顧問諮詢, 設備安裝服務, 領域解決方案, 資料庫, 分析工具, 應用軟體, 運算元件與設備, 雲端平台, 儲存處理, 伺服器, 儲存, 網路, IaaS, PaaS, SaaS, 燈具/應用"
2392,正崴,"連接線, 其他電腦及週邊設備之零組件, 其他零組件, 線材, 連接器設計、組裝及製造, 穿戴式裝置, ODM/OEM, 大功率鋰電池芯/模組、電池管理系統、動力馬達等零組件"
2393,億光,"背光源(發光二極體、冷陰極管), 顯示器模組, 封裝/模組, 燈具/應用"
2395,研華,"工業電腦, 雲端應用服務, 軟體開發, IaaS, PaaS, SaaS, 系統整合服務"
2397,友通,"工業電腦, 其他電腦及週邊設備, 網路設備(如數據機、網路卡、閘道器、路由器、網路電話), 手工具機, 機電系統工程, 網路基礎設施"
2399,映泰,"主機板, 元件裝置"
2401,凌陽,"IP設計/IC設計代工服務, 消費性IC, 磁碟儲存控制器IC, 輸出入介面IC, 光儲存控制IC, 影像感測IC, 大功率鋰電池芯/模組、電池管理系統、動力馬達等零組件"
2402,毅嘉,硬板、軟板、IC載板製造
2404,漢唐,其他電子產品及電子服務產業
2405,輔信,"桌上型電腦, 工業電腦, 其他電腦及週邊設備"
2406,國碩,"太陽能發電設備/系統及系統工程, 太陽能電廠"
2408,南亞科,"記憶體, 記憶體IC, 晶圓製造, DRAM製造"
2409,友達,"面板, 矽晶圓/矽晶片"
2412,中華電,"電信服務業, 能源管理服務, 系統整合服務"
2413,環科,"電源供應器, 光通訊設備(如光纖電纜、光傳輸設備), 電容器"
2414,精技,其他電子產品及電子服務產業
2415,錩新,"金屬製品, 其他電子產品及電子服務產業"
2417,圓剛,"顯示卡, 其他電腦及週邊設備, 多功能視訊卡, 安全監控系統, 其他電腦及週邊設備之零組件"
2419,仲琦,網路設備(如數據機、網路卡、閘道器、路由器、網路電話)
2420,新巨,"電源供應器, 其他電腦及週邊設備, 其他電腦及週邊設備之零組件"
2421,建準,"散熱片、風扇馬達、散熱模組, 車用機械傳動設備及零配件, 冷卻設備, 散熱元件/模組, 大功率鋰電池芯/模組、電池管理系統、動力馬達等零組件"
2423,固緯,其他電子產品及電子服務產業
2424,隴華,"安全監控系統, 無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒), 建設業"
2425,承啟,"主機板, 顯示卡, 伺服器, 其他電腦及週邊設備"
2426,鼎元,"精簡型電腦, 生產製程、檢測設備及原物料, 燈具/應用"
2427,三商電,"金融提款機(ATM), 自動售票機, 應用/系統軟體設計開發, 系統整合服務, 資料處理服務, 通路經銷"
2428,興勤,電阻器
2429,銘旺科,"其他零組件, 觸控面板"
2430,燦坤,"筆記型電腦, 桌上型電腦, 精簡型電腦, 伺服器, 其他電腦及週邊設備, 印表機、傳真機、掃瞄器、多功能事務機、投影機, 零售通路"
2431,聯昌,電源供應器
2433,互盛電,其他電子產品及電子服務產業
2434,統懋,"晶圓製造, 其他IC/二極體製造, 矽晶圓/矽晶片"
2436,偉詮電,"消費性IC, 微控制器IC, 電源管理IC"
2438,翔耀,"光罩, 燈具/應用"
2439,美律,"其他電腦及週邊設備之零組件, 無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒), 電池模組"
2440,太空梭,連接線
2441,超豐,IC封裝測試
2442,新美齊,建設業
2444,兆勁,其他電腦及週邊設備之零組件
2449,京元電子,IC封裝測試
2450,神腦,無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒)
2451,創見,"IC模組, 記憶體, 隨身碟、記憶卡讀卡機"
2453,凌群,"應用/系統軟體設計開發, 系統整合服務, 資料處理服務, 通路經銷, 通訊, 影像遙測, 導航定位, 交易平台, 商業應用, 錢包/資產管理, BaaS, 系統整合, 領域方案, 底層平台, 開發工具, 監控管理, 創投, 顧問諮詢, 媒體推廣, 資安審計, 保險, 支付, 數位銀行, 監理法遵, 理財投資, 加密資產, 數據分析, 資料聚合, 數位身分, 領域解決方案, 設備安裝服務, 資安顧問服務, 資料庫, 分析工具, 應用軟體, 儲存處理"
2454,聯發科,"消費性IC, 電源管理IC, 網路通訊IC, 平面顯示器控制IC, 光儲存控制IC"
2455,全新,晶圓製造
2457,飛宏,"電源供應器, 大功率鋰電池芯/模組、電池管理系統、動力馬達等零組件"
2458,義隆,"其他電腦及週邊設備之零組件, 控制IC, 消費性IC, 微控制器IC"
2459,敦吉,"基板, IC通路, 面板, 散熱片、風扇馬達、散熱模組, 光學鏡片、鏡頭, 連接線, 金屬、塑膠模具, 其他電腦及週邊設備之零組件, 驅動IC, 其他零組件, 控制IC, 觸控面板, 網路IC, 主/被動元件, 塑膠/金屬機殼, 線材, 電感器材料(如鐵氧體、導電漿墨), 濾波器、振盪器, 連接器設計、組裝及製造, 電控元件, 機械設備之沖壓零組件, 輸送機械及零配件, 冷凍空調設備及零件, 其他電子產品及電子服務產業, 特殊照明業, 農業科技業, 車燈, 其他, 電力設備, 裝置/器材顯示器, 裝置/器材零組件, 感測裝置, 光學元件/模組, 微型顯示器/光機引擎(Light Engine), 生產製程、檢測設備及原物料, 大功率鋰電池芯/模組、電池管理系統、動力馬達等零組件, 電池模組, 高/低壓輸電設施, 配電管理設施, 塑化材料"
2460,建通,連接器設計、組裝及製造
2461,光群雷,其他
2462,良得電,連接器設計、組裝及製造
2464,盟立,"其他電腦及週邊設備, 輸送機械及零配件, 機電系統工程"
2465,麗臺,"顯示卡, 精簡型電腦, 營運發行, 生物檢測"
2466,冠西電,"主/被動元件, 環保潔能服務產業, 其他"
2467,志聖,生產製程及檢測設備
2468,華經,"應用/系統軟體設計開發, 系統整合服務, 資料處理服務, 通路經銷"
2471,資通,"應用/系統軟體設計開發, 系統整合服務, 監理法遵, 系統整合, 資料安全, 端點安全防護, 資料庫"
2472,立隆電,電容器
2474,可成,機殼
2476,鉅祥,"其他零組件, 主/被動元件, 塑膠/金屬機殼, 金屬材料, 電鍍材料, 塑膠材料, 塑化材料"
2477,美隆電,其他電子產品及電子服務產業
2478,大毅,"其他電腦及週邊設備之零組件, 其他零組件, 主/被動元件, 電阻器"
2480,敦陽科,"應用/系統軟體設計開發, 系統整合服務, 交易平台, 商業應用, 數據分析, 資料聚合, 數位身分, 系統整合, 顧問諮詢, 運算設備, 雲端平台, 資料處理, 電腦設備, 設備管理軟體, 營運管理軟體, 虛擬化軟體, 雲端作業系統, 資安防護軟體, 雲端應用服務, 設備安裝服務, 安全營運與事件回應, 資安治理, 資料安全, 網頁內容安全, 雲端安全, 網路基礎設施, 網路安全防護, 物聯網安全, 端點安全防護, 身分認證與訪問管理, 行動安全, 資安防護能力分析與鑑識服務, 資安顧問服務, 資料庫, 分析工具, 應用軟體, 運算元件與設備, 儲存處理, 伺服器, 儲存, 網路, IaaS, PaaS, SaaS"
2481,強茂,其他IC/二極體製造
2482,連宇,其他電子產品及電子服務產業
2483,百容,"導線架, 主機板, 電源供應器, 筆記型電腦, 工業電腦, 精簡型電腦, 其他電腦及週邊設備, 光學鏡片、鏡頭, 連接線, 金屬、塑膠模具, 印表機、傳真機、掃瞄器、多功能事務機、投影機, 安全監控系統, 其他電腦及週邊設備之零組件, 其他零組件, 網路設備(如數據機、網路卡、閘道器、路由器、網路電話), 光通訊設備(如光纖電纜、光傳輸設備), 無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒), 有線通訊設備(如電話機、傳真機), 連接器設計、組裝及製造, 鋼鑄鐵元件, 電控元件, 燈具/應用, 大功率鋰電池芯/模組、電池管理系統、動力馬達等零組件, 體溫計、血壓計"
2484,希華,濾波器、振盪器
2485,兆赫,"顯示器模組, 網路設備(如數據機、網路卡、閘道器、路由器、網路電話), 光通訊設備(如光纖電纜、光傳輸設備), 無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒)"
2486,一詮,"導線架, 背光源(發光二極體、冷陰極管)"
2488,漢平,其他電子產品及電子服務產業
2489,瑞軒,"監視器/顯示器, 電視"
2491,吉祥全,"光碟片, 藍寶石晶圓/晶片, 生產製程、檢測設備及原物料, 光源/磊晶, 封裝/模組, 燈具/應用"
2492,華新科,"電容器材料(如電蝕／化成鋁箔、介面瓷粉), 電阻器, 電容器, 電感器, 濾波器、振盪器"
2493,揚博,"化學品, 生產製程及檢測設備"
2495,普安,"磁碟儲存系統, 安全監控系統, 系統整合, 運算設備, 雲端平台, 運算元件與設備, 儲存處理, 伺服器, 儲存, IaaS, SaaS"
2496,卓越,其他
2497,怡利電,"其他電子產品及電子服務產業, 其他"
2498,宏達電,"無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒), 廣播電視/電影產業, 數位內容產業, 流行音樂及文化內容產業, 商業應用, 開發工具, 領域解決方案, 機器學習, 雲端平台, 資料處理, 頭顯裝置品牌廠, 硬體開發工具, 軟體開發工具, 技術標準/聯盟, 應用軟體/內容, 穿戴式裝置, 數位內容, VR Headset, AR Smart Glasses, MR Headset & SG, Qualcomm XR Platform, 工作流程創建, 內容管理與創建, 3D工具, 培訓, 會議, 工作流程引導, 地圖, 遊戲, 其他"
2501,國建,建設業
2504,國產,"預拌混凝土, 建材原料"
2505,國揚,建設業
2506,太設,建設業
2509,全坤建,建設業
2511,太子,"營造業, 建設業, 工程承攬, 物業管理"
2514,龍邦,"建設業, 其他"
2515,中工,"營造業, 建設業"
2516,新建,營造業
2520,冠德,建設業
2524,京城,建設業
2527,宏璟,"建設業, 工程承攬"
2528,皇普,建設業
2530,華建,建設業
2534,宏盛,建設業
2535,達欣工,"營造業, 建設業, 工程承攬"
2536,宏普,建設業
2537,聯上發,建設業
2538,基泰,建設業
2539,櫻花建,建設業
2540,愛山林,其他
2542,興富發,建設業
2543,皇昌,營造業
2545,皇翔,建設業
2546,根基,營造業
2547,日勝生,建設業
2548,華固,建設業
2596,綠意,建設業
2597,潤弘,"建材原料, 基礎工程, 結構工程, 機電工程, 工程設計, 營造業, 裝潢業"
2601,益航,"散裝航運, 零售通路"
2603,長榮,貨櫃航運
2605,新興,散裝航運
2606,裕民,散裝航運
2607,榮運,"貨櫃航運, 海陸空貨運承攬, 貨櫃運輸集散及倉儲, 海陸空大眾運輸"
2608,嘉里大榮,海陸空貨運承攬
2609,陽明,貨櫃航運
2610,華航,海陸空大眾運輸
2611,志信,貨櫃運輸集散及倉儲
2612,中航,"散裝航運, 海陸空貨運承攬, 貨櫃運輸集散及倉儲, 海陸空大眾運輸"
2613,中櫃,貨櫃運輸集散及倉儲
2614,東森,"散裝航運, 零售通路"
2615,萬海,貨櫃航運
2616,山隆,"貨櫃運輸集散及倉儲, 加油站"
2617,台航,散裝航運
2618,長榮航,海陸空大眾運輸
2630,亞航,貨櫃運輸集散及倉儲
2633,台灣高鐵,海陸空大眾運輸
2634,漢翔,其他
2636,台驊控股,海陸空貨運承攬
2637,慧洋-KY,散裝航運
2640,大車隊,交易撮(媒)合
2641,正德,散裝航運
2642,宅配通,海陸空貨運承攬
2643,捷迅,海陸空貨運承攬
2645,長榮航太,海陸空大眾運輸
2646,星宇航空,海陸空大眾運輸
2701,萬企,娛樂服務業
2702,華園,旅館服務業
2704,國賓,旅館服務業
2705,六福,"娛樂服務業, 旅館服務業"
2706,第一店,旅館服務業
2707,晶華,旅館服務業
2712,遠雄來,旅館服務業
2718,全心投控,建設業
2719,燦星旅,旅遊服務業
2722,夏都,旅館服務業
2723,美食-KY,餐飲連鎖
2724,藝舍-KY,其他
2726,雅茗-KY,餐飲連鎖
2727,王品,餐飲連鎖
2729,瓦城,餐飲連鎖
2731,雄獅,旅遊服務業
2732,六角,餐飲連鎖
2734,易飛網,旅遊服務業
2736,富野,旅館服務業
2739,寒舍,旅館服務業
2743,山富,旅遊服務業
2745,五福,旅遊服務業
2748,雲品,旅館服務業
2751,王座,餐飲連鎖
2752,豆府,餐飲連鎖
2753,八方雲集,"加工食品, 餐飲連鎖"
2754,亞洲藏壽司,餐飲連鎖
2755,揚秦,餐飲連鎖
2756,聯發國際,餐飲連鎖
2801,彰銀,金控業/銀行業/保險業
2809,京城銀,金控業/銀行業/保險業
2812,台中銀,"金控業/銀行業/保險業, 證券業, 租賃業"
2816,旺旺保,金控業/銀行業/保險業
2820,華票,金控業/銀行業/保險業
2832,台產,金控業/銀行業/保險業
2834,臺企銀,"金控業/銀行業/保險業, 證券業, 租賃業"
2836,高雄銀,金控業/銀行業/保險業
2838,聯邦銀,"金控業/銀行業/保險業, 證券業"
2845,遠東銀,金控業/銀行業/保險業
2849,安泰銀,金控業/銀行業/保險業
2850,新產,金控業/銀行業/保險業
2851,中再保,金控業/銀行業/保險業
2852,第一保,金控業/銀行業/保險業
2855,統一證,證券業
2867,三商壽,"金控業/銀行業/保險業, 保險"
2880,華南金,金控業/銀行業/保險業
2881,富邦金,金控業/銀行業/保險業
2882,國泰金,金控業/銀行業/保險業
2883,凱基金,金控業/銀行業/保險業
2884,玉山金,金控業/銀行業/保險業
2885,元大金,金控業/銀行業/保險業
2886,兆豐金,金控業/銀行業/保險業
2887,台新新光金,金控業/銀行業/保險業
2888,新光金,金控業/銀行業/保險業
2889,國票金,金控業/銀行業/保險業
2890,永豐金,金控業/銀行業/保險業
2891,中信金,金控業/銀行業/保險業
2892,第一金,金控業/銀行業/保險業
2897,王道銀行,金控業/銀行業/保險業
2901,欣欣,零售通路
2903,遠百,零售通路
2904,匯僑,其他
2905,三商,零售通路
2906,高林,貿易商、代理商、經銷商
2908,特力,貿易商、代理商、經銷商
2910,統領,"建設業, 零售通路"
2911,麗嬰房,零售通路
2912,統一超,零售通路
2913,農林,"原物料, 加工食品, 冷凍、罐頭、脫水、醃漬食品, 貿易商、代理商、經銷商, 零售通路, 其他"
2915,潤泰全,"貿易商、代理商、經銷商, 零售通路"
2916,滿心,"製造商, 貿易商、代理商、經銷商"
2923,鼎固-KY,"建設業, 物業管理"
2924,宏太-KY,"製造商, 零售通路"
2926,誠品生活,"貿易商、代理商、經銷商, 零售通路, 創意生活產業"
2929,淘帝-KY,"成衣及其它家居紡織類品, 製造商"
2937,集雅社,零售通路
2939,永邑-KY,貿易商、代理商、經銷商
2945,三商家購,零售通路
2947,振宇五金,零售通路
2948,寶陞,貿易商、代理商、經銷商
3002,歐格,"工業電腦, 其他電腦及週邊設備, 安全監控系統, 網路設備(如數據機、網路卡、閘道器、路由器、網路電話), 其他電子產品及電子服務產業"
3003,健和興,"連接器設計、組裝及製造, 其他電子產品及電子服務產業, 其他, 大功率鋰電池芯/模組、電池管理系統、動力馬達等零組件"
3004,豐達科,"運輸工具, 螺絲螺帽"
3005,神基,"機殼, 電源供應器, 筆記型電腦, 工業電腦"
3006,晶豪科,記憶體IC
3008,大立光,光學鏡片、鏡頭
3010,華立,"化學品, IC通路, 其他電腦及週邊設備之零組件, 化學品(如光阻劑、靶材等), 其他零組件, 塑膠材料, 生產製程及檢測設備, 銅箔基板, 鋰電池材料, 矽晶圓/矽晶片, 太陽能發電設備/系統及系統工程, 太陽能電廠, 原材料, 塑化材料"
3011,今皓,"連接線, 線材, 連接器設計、組裝及製造"
3013,晟銘電,機殼
3014,聯陽,"LED驅動IC, 消費性IC, 微控制器IC, 輸出入介面IC"
3015,全漢,"機殼, 電源供應器, 電池, 燈具/應用, 大功率鋰電池芯/模組、電池管理系統、動力馬達等零組件, 電動汽車、電動機車、電動自行車, 電池模組"
3016,嘉晶,晶圓製造
3017,奇鋐,散熱片、風扇馬達、散熱模組
3018,隆銘綠能,"機電系統工程, 機電工程"
3019,亞光,"光學鏡片、鏡頭, 印表機、傳真機、掃瞄器、多功能事務機、投影機"
3021,鴻名,"連接器設計、組裝及製造, 系統整合服務"
3022,威強電,"主機板, 工業電腦, 其他電腦及週邊設備, 其他電腦及週邊設備之零組件"
3023,信邦,"連接線, 其他零組件, 線材, 連接器設計、組裝及製造, 燈具/應用, 大功率鋰電池芯/模組、電池管理系統、動力馬達等零組件, 太陽能發電設備/系統及系統工程, 其他配件"
3024,憶聲,"顯示器模組, 其他電腦及週邊設備之零組件, 監視器/顯示器, 零售通路"
3025,星通,網路設備(如數據機、網路卡、閘道器、路由器、網路電話)
3026,禾伸堂,"IC通路, 電池, 其他電腦及週邊設備之零組件, 主/被動元件, 電容器, 濾波器、振盪器, 封裝/模組, 燈具/應用, 電池模組"
3027,盛達,"網路設備(如數據機、網路卡、閘道器、路由器、網路電話), 光通訊設備(如光纖電纜、光傳輸設備), 無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒)"
3028,增你強,"IC通路, 隨身碟、記憶卡讀卡機"
3029,零壹,"系統整合服務, 通路經銷, 系統整合, 顧問諮詢, 機器學習, 運算設備, 雲端平台, 電腦設備, 設備管理軟體, 虛擬化軟體, 雲端作業系統, 資安防護軟體, 雲端應用服務, 設備安裝服務, 安全營運與事件回應, 資料安全, 網頁內容安全, 雲端安全, 網路基礎設施, 網路安全防護, 物聯網安全, 端點安全防護, 身分認證與訪問管理, 行動安全, 資安防護能力分析與鑑識服務, 資安營運管理服務, 資安顧問服務, 分析工具, 應用軟體, 運算元件與設備, 儲存處理, 伺服器, 儲存, 網路, IaaS, PaaS, SaaS"
3030,德律,生產製程及檢測設備
3031,佰鴻,"背光源(發光二極體、冷陰極管), 封裝/模組, 燈具/應用"
3032,偉訓,"機殼, 電源供應器"
3033,威健,IC通路
3034,聯詠,"消費性IC, 微控制器IC, 電源管理IC, 平面顯示器控制IC, 平面顯示器驅動IC, 影像感測IC"
3035,智原,IP設計/IC設計代工服務
3036,文曄,IC通路
3037,欣興,硬板、軟板、IC載板製造
3038,全台,"面板, 顯示器模組, 觸控面板, 其他電子產品及電子服務產業, 顯示器"
3040,遠見,其他電子產品及電子服務產業
3041,揚智,消費性IC
3042,晶技,濾波器、振盪器
3043,科風,"其他電子產品及電子服務產業, 太陽能電池模組"
3044,健鼎,硬板、軟板、IC載板製造
3045,台灣大,電信服務業
3046,建碁,"其他電腦及週邊設備, 其他電腦及週邊設備之零組件"
3047,訊舟,網路設備(如數據機、網路卡、閘道器、路由器、網路電話)
3048,益登,IC通路
3049,精金,觸控面板
3050,鈺德,"光碟片, 太陽能電廠"
3051,力特,其他零組件
3052,夆典,"建設業, 工程承攬, 封裝/模組"
3054,立萬利,"IC模組, 保健食品代理銷售及通路"
3055,蔚華科,"生產製程及檢測設備, 其他電子產品及電子服務產業"
3056,富華新,建設業
3057,喬鼎,"磁碟儲存系統, 其他電腦及週邊設備, 安全監控系統, 應用/系統軟體設計開發, 系統整合服務, 電腦設備, 設備管理軟體, 營運管理軟體, 虛擬化軟體, 雲端作業系統, 資安防護軟體, 雲端應用服務, 系統整合, 顧問諮詢, 設備安裝服務, 領域解決方案, 資料庫, 分析工具, 應用軟體, 運算元件與設備, 雲端平台, 儲存處理, 伺服器, 儲存, 網路, IaaS, PaaS, SaaS"
